text,language,label
@user Wai Dan uwar turawan nan dole se goga mana ne🤔 kawai dan sun ga mun fisu lafiya shine suke so su manna mana hauka mu ma😠😠,hau,urgent_complaint
@user @user O gbajiri igwe kpo ya nku Odogwu akataka,ibo,praise
oru go na nke baby nna a odogwu nagha,ibo,general_feedback
"@user @user nsogbu adiro, na aga nu. Account gi adikwa healthy? Okwa maka twitter rant.......o galakwalu onu",ibo,praise
some ladies are actually crazy because this one asked me for money when coronavirus stopped us from working for months she dey beef me and she don go carry am tell her sister e see me dey look me like stranger lmafooooooooo na my guy wey carry you come hang out i blame,pcm,urgent_complaint
@user Allah yajikansa babanmu maganin kukanmu hakika allah baya barin wani don wani yaji dadi 😭😭😭,hau,praise
i dun tell you this thing back then say you get very fine legs you looked at me like i bin dey yan okoto meow meow skrraaa well im glad youve realized not just legs sef the whole package is on point,pcm,praise
ai yanzu nigeria kowa ma nada corona,hau,general_feedback
@user @user @user Allah ya Kara lafiya da Imani Daddy👴... Ina maka fatan Alkhairi @user @user,hau,praise
@user 🙏 Asha ruwa lafiya Oga,hau,praise
RT @user: @user gbogbo ilu ni o. Arun tii se ogoji nii se oodunrun,yor,urgent_complaint
them wan dey sub me for here love wahala for who their loml no be chef,pcm,praise
Agụba ndị Ézè nwa Amakeze na Nimo. Odogwu afụrụ kwe in diaspora. Izuru ihe eji nwoke eme. https://t.co/i7EuhvFzhz,ibo,general_feedback
this nurse wey bleach so go fit gimme injection me wey no get vain,pcm,urgent_complaint
@user Ina ga Akon da classiq ne suka kamu da #COVID-19😅😅,hau,general_feedback
second everywhere don burst wahala for who no love this wonderful blessed and handsome bobo oo love you yasssss i don get new screensaver,pcm,praise
ẹ pàdé ọ̀kan lára àwọn olùdájọ́ ìdíje màmá àrìnpé adéjùmọ̀ ọ̀jọ̀gbọ́n àti olùdarí sẹ́yìn ẹ̀ka ẹ̀kọ́ ẹ̀dá èdè àti àwọn èdè ilẹ̀ áfíríkà ti fásitì ibadan ẹ wo,yor,general_feedback
@user Yanzu kan ai Barcelonan nema ta kamu da Corona virus 😂 🤣,hau,general_feedback
@user Ahhhhhhh da sanda muke gida kuma meyasa cutar tke qaruwa 😏,hau,general_feedback
"@user ALLAH ya kara lafiya da nisan kwana, go ahead 2019 in sha ALLAH. 🙏",hau,praise
no jersey my brother the way una dey ask for jersey e be like say una want make dem run out of business later in the year who knows lets keep fingers crossed i went there for danielle de rossi and i am so glad it was powerful no worry ac milan go make top,pcm,praise
"@user @user Lol. Saboda mage da kare suna iya kamuwa da coronavirus din. Idan cutar ta tafi, zasu dawo cin abinsu fa. Harda kyankyaso ma da tsaka da kunama 😂😂",hau,urgent_complaint
@user Chuky please gbara ogwu gi nwuo😏,ibo,urgent_complaint
"@user Prince Mai jiran gado at it again Wannan yaro dai Allah ya mana maganinsa. Annabi Muhammadu s.a.w yace: """"""""Kuje aikin hajji Kafin A hanaku zuwa. 😢🕌🕋🤲🏾🙏🏽🤲",hau,praise
na who get money dem dey rush na me wan rush money but hin too like to form hard to get,pcm,urgent_complaint
who wan console me now just one game cut my k odds na cry get me now i swear who do me this thing abeg most times just one game stops me from winning big️ i am pained allah i cant remember who actually gave this game to atleast show,pcm,urgent_complaint
whos this person always talking about dick on my curious cat please abeg stop e don do,pcm,praise
@user Odogwu!! Ma ná si gbapụ ọsọ nọ oge 🏃🏃🏃 biko,ibo,general_feedback
hhmn allah maiyadda so yayinda kaso yan qasa ke kwanciyar jinya aqasa don rashin gadaje a asibitin qasar suke mutuwa ba addadi amma kash sai ga cutar da batama kashe mutum goma ba amma anashirya mata kwakwanta akan gadajenku kukuke ciwonku muke shan yunwarmu,hau,urgent_complaint
your guy dey drive benz but him dey sick everyday you no dey drive benz but you never sick for like year now grace comes in different ways be grateful dear,pcm,praise
@user Saika kabari sai tasamu kudin corona🤣🤣,hau,general_feedback
"@user Bamu daina tsoron corona ba, munfi tsoron yan ta adda, yanzu bisa ga corona.✍ Ni wallahi nafison corona tazama ajalina, bisa ga na hwada hannun yan ta addannan. 🤷‍♂️🕊🕊🕊✍✍",hau,urgent_complaint
@user Daman Sune Suke Cin Kudin Tallafi Corona Don Haka Har Tau Ayimai 😂,hau,general_feedback
wannan hka yake baba ganduje nima shaida ne anyi tsula ritayar dole munyi maganin mara kunya,hau,urgent_complaint
Àwọ̀ ìyeyè = yellow colour (ta ní máa ra ṣòkòtò aláwọ̀ ìyeyè yìí? ➡️ who will buy this yellow coloured trousers?) #InYoruba #learnyoruba https://t.co/Gv0HUq0kvH,yor,general_feedback
@user Allah ya kiyaye na gaba Allah ya zaunar da kasar mu lafiya 🙏 alfarmar annabi Muhammad S A W 🙏💞,hau,praise
nigerian detectives dem dey even carry out investigations abi na by hearsay or who first complain,pcm,urgent_complaint
"RT @user: @user tor, Ile-eko giga fasiti Ibadan ni o gba asiko... Se alaafia ni e wa?",yor,praise
Ounka Yoruba 1- Ookan 2-Eeji 3-Eeta 4-Eerin 5-Aarun 6-Eefa 7-Eeje 8-Eejo 9-Eesan 10-Eewa #TweetinYoruba @user @user,yor,general_feedback
@user Wannan coronar zai faɗawa ta yi haquri ta dakata da kama mutane sai ya gama uzururrukan sa tukunna. Mtsw🙄,hau,urgent_complaint
@user Covid-19 cutar masu ce😂,hau,general_feedback
#Np sa mbiro @user #k'anyinoria Oge ndigbo @user @user,ibo,general_feedback
Yoruba Ibadan. ❤❤😘💥🔥🔥@user 👉 Yorùbátv ẸGBẸ ỌMỌ OLÚWA BÍ GBOGBO ÀGBÁYÉ Ojú òpó ìkànsíraẹni 🇳🇬🇹🇬🇧🇯🇧🇷🇨🇴🇨🇺🇬🇭🇨🇮______________________________□ Yoruba TV 🥰😘🔥 #yoruba #yorubatv #yorubaweddings #ebi #asoebi… https://t.co/6aNjpPkRgd,yor,general_feedback
@user Fariga: Agbenuso fun Aare Jonathan. Dokita Reuben Abati so wipe Itara lo hun damu awon ti o hun un pe Aare Nijeria Ebele ni Omugo,yor,general_feedback
"@user @user 👍👍👏🙌 hakika kayi matukar kokari, Ina yimaka fatan alkairi da samun zuri'a dayyaba, ubangiji Allah yakara tabbatar maku da zaman lafiya na har abada",hau,praise
"@user Wannan ba maganar hankali bace a matsayinka na musulmi, ina ganin a baya-bayan nan akai wasu zabuka wanda ana tsaka da cutar corona aka yi su. Su wannan bazasu sa ciwon coronar ya karuba sae taron Faden Allah, tur da wannan maganar taka mustapha 😡",hau,urgent_complaint
masha allah allah yakaika lafiya baba,hau,praise
do u even care about my mental health see wetin u dey chop and i never chop since are you sure you care about me bayiii,pcm,urgent_complaint
"Igbo Proverbs in Nnewi dialect 1. E gbuo onye nọchili isi ụzọ, o lu onye nọ n'ime. 2. Ngbọlọgwụ gbachili ụzọ na-eli apa mma. 3. Ọfịa na-ekwu okwu, mmadụ nọ na ya. 4. I jee ije eke na-eje, ị ya atụnwukwo agwa ka eke? https://t.co/3sYjiiUd2D",ibo,general_feedback
omo school and nysc life at mbakwu how dem go carry all go one town na whos hand dey inside am,pcm,urgent_complaint
"Oruko mi ni Adegboyega omo Adejorin abi mi ni ilu Kaduna ni oke oya,omo ilu Ibadan ni mi #tweetinyoruba @user @user @user",yor,general_feedback
she tell me say she tell say them dey always tell wizkid wahala for who wan go first fall in love with this guy ohhh you better let him choose you oh else hmmm,pcm,urgent_complaint
@user Allah yayimana maganinta🤲🤲,hau,praise
😁😁😁 Onye bụ orphan anaghị agwọ́ ọgwụ ego... https://t.co/Rg9iZkOt9c,ibo,urgent_complaint
what sickness abi disease tsetse fly dey give ni e don bite me die for this bush,pcm,urgent_complaint
allah ya isa da kika sa aka ci mutunchin annabinmu da addininmu mun barki da allah zai mana maganinkiin kinga dama kiyi tsirara ma kiyi posting a dunia wannan ke ta shafa‍️‍️‍️,hau,urgent_complaint
"@user Onye nkem, nsogbu adi ro odogwu. Daalu.",ibo,praise
i really do wonder who has actually seen an egbére before ǹjẹ́ ẹyin ti ṣe alábápàdé egbére rí have y,yor,general_feedback
i think i get you now you guys have started rd semester of preclinics omo una welldone io bhet marathon shotgun for two weeks is not good na abi how did they even break your course for multiple lecturers sef i can feel your pain now,pcm,general_feedback
"@user Odogwu m gara school, uche ya di ya",ibo,praise
walahi this our cake work is so stressful abeg sighss i stood from am till pm my leg and back hurts alot at a point i come dey vex for myself i was like who even send me message sef,pcm,urgent_complaint
wannan shirmen banxane babu xaman lafiya a kasa mi akeyi da sassauta farashin data muyi mi da data tsaro mukeso,hau,urgent_complaint
"@user @user @user """"""""""""""""""""""""""""""""A nemo likita ya duba tsohon nan ya tashi ko na minti biyar ne, miliyan biyar fa ba nan ba ce"""""""""""""""""""""""""""""""" 😂",hau,general_feedback
who be dis wan,pcm,urgent_complaint
lol u cannot see my familys net worth cannot enter k e sure me corona con dey again one mouth don commot for their food niyen,pcm,urgent_complaint
"@user 🤣😂🤣ku ce mishi ya xo min da kudinda xai Kai Karan, ni xan mishi maganinsu",hau,general_feedback
@user Hmmm ana dara ga dare yayi Wahala dey for who wey never no Nigerian politicians🧐🧐🧐,hau,urgent_complaint
small sickness i don dey chop like thief o wrong na,pcm,urgent_complaint
@user 😢😢😢😢😢😢 mu yau aka mana low down. wlh ba shiga ba fita anan daura wlh abin sai aduu'a gaskiya ya kamata arage ba ci atashi tsaye Akan wannan cucar ko wlh sai ji tausa yimmu ya bamu maganinta...,hau,urgent_complaint
@user Ekwueme Oloro ihe loro enyi Agu n'eche mba Osimiri atata Ama ama amasighi amasi Isi iyi nke ndu Odogwu akataka Igodo Ji ndu Odum nke ebo Juda Nwanne nke otu Onye Ozo piata piata n'elu ogwu Ebube Dike,ibo,general_feedback
baby boo anyinoria oge ndigbo,ibo,praise
@user MashaAllah Allah ya sanya Alkairi yasa anyi kenan 🙏 Allah kuma ya basu zaman lafiya,hau,general_feedback
all my babes no wan link up again shey na bcos of corona or dem no dey reason me again,pcm,urgent_complaint
my broda iji ya ka anyi gworie ndu with ezigbo umu ihe ndi a naadigasi nwoke naakuku ka m sorugodi gi na app a anyi gaenweriri odogwu nwoke,ibo,urgent_complaint
Papa Ada bu akpa nsogbu 🤣🤣 Why u dey drag the whole lawyers na🤣🤣 https://t.co/Qy10biriAh,ibo,urgent_complaint
if this disease would spare poor people pesin go dey inside house if e no get food to chop,pcm,urgent_complaint
so na so we go dey see bruno give assist for another team edward go dey keep face like who them no give kprash for house god is edward woodward bigger than you please nahh sign bruno,pcm,urgent_complaint
@user Subhanallahi!!! Allah kamana maganin wannan musiba🙏,hau,praise
obata obie ka ana akpọ ya odogwu naemeri agha ọbụla ọ tinyere aka ná ya eze ndị eze otu onye a na asị unu abịa go ekele dịrị gị na ndụ ị nyere anyị maka na ọ nweghị onye dị ka gị,ibo,praise
referee tell us who win match na broom fc or umbrella fc if na extra time you let us know haba league game una dey waste time next year champions league wetin go happen,pcm,urgent_complaint
"RT @user: TAKE IT #SIckleCellAwareness in #Yoruba Osu kesan, osu #september je osu pataki fun wa gegebi awujo. Idi ni pe, a maa n fi…",yor,general_feedback
"Ǹjẹ́ o mọ̀ wípé olórin nì Carlos Santana ki #Sango ń'nú orin rẹ̀ tí ó pe àkólé ẹ̀ ní """"""""""""""""Hannibal""""""""""""""""? #Yoruba http://t.co/Sy1ARUAiMb",yor,general_feedback
baba segee aka benson of all time baba ayo the way this animal kingdom is moving na that you ebsu certificate de go soon chop and that pharmacy license of urs go soon go downtown,pcm,urgent_complaint
"@user Hhmn, Allah maiyadda so, yayinda kaso 80% yan qasa ke kwanciyar jinya aqasa Don rashin gadaje a asibitin qasar, suke mutuwa ba addadi, Amma Kash sai GA cutar da batama kashe mutum goma ba Amma anashirya Mata, Kwakwanta akan gadajenku, kukuke ciwonku muke shan yunwarmu.😢😢😢😢",hau,urgent_complaint
@user Corona ce ta sace koh 🙄,hau,urgent_complaint
@user @user @user @user gbara ọgwụ gi ṅuo howfar project na https://t.co/pKJ2NVEW3s,ibo,urgent_complaint
"@user @user @user @user Àwọn tí Èkó náà kọ ọ̀rọ̀ ránṣẹ́, wọ́n ní kí n wá kí á fi ojú rinjú, kí n sì gbé agolo ọtí @user ọ̀hún dání fún ìṣèjẹ́rìí. #EtoOnibaara #consumerright #brandnegligence #LiveYourBestLife @user https://t.co/r91bBayWVm",yor,general_feedback
who do una no be una dem even give pk,pcm,urgent_complaint
🎧Now on: kwokiri dance @user #k'anyinoria na oge ndigbo @user @user,ibo,general_feedback
the wahala now be how go fit understand this english someone whose only qualification is waec,pcm,urgent_complaint
agege olu of agege hrm oba oyedeji k isiba ni ki gbogbo olugbe ilu agege yera fun iwa jagidijagan ni asiko idibo ti onbo lona agegetv agege online,yor,praise
wọ́n ní bí ọmọdé bá dúpẹ́ oore àná á rí òmíràn gbà ẹ ṣé ẹ kú ànawọ́sí o àmọ́ èbù iṣu kan àti ẹyindìẹ mẹ́rin tí ẹ pín yìí kò tó ẹbí kan án jẹ lẹ́ẹ̀mejì ọjọ́ wo ni ká máa retí èbù iṣu àti ẹyin kejì covid,yor,praise
@user To ai ance tana maganin corona 😂,hau,general_feedback
omoomo re dokita adadevoh lo gba ile wa kuro lowo arun,yor,praise
Happy birthday odogwu @user ... Chukwu gozie gi!! 👊🏼👊🏼,ibo,praise
ok oh na like this oh like play like play until e reach everybody na this kan rough play i dey hate ohh some of the technology are made in china but u see all this deadly diseases is only made in china where exactly was the world wronged china,pcm,urgent_complaint
"Ka ọmụmụ a wetara gị na ezinuụlọ ezi ahuike na oganiihu n'oge a na ndụdụgandụ gị niile. N'aha Jizọs Kraịst, Amen!!!",ibo,praise
"@user Komi yayi xafi maganin sa Allah, Allah ka rabamu da Aikin dana sani 🙇🏼‍♂️🙇🏼‍♂️🙇🏼‍♂️",hau,praise
"@user Gaskia akwai lauje cikin nadi, Wannan duk Bazai wuce politics ba, Kuma bazai rasa alaqa da tallafin kudi da gwamnatin kano ta nema ba ga gwamnatin garayya!!, Nidai ban tabajin inda aka fara gwajin covid ba Kuma aka dakatar Sai a kano. 😭😭😭This is very bad wallahi",hau,urgent_complaint
màlúù tí kò ní ìrù ọlọ́run ni í lé eṣinṣin fún un god himself is the one who fends off flies for a cow that has,yor,praise
Ìwúùre ati Àdúrà òwúrọ̀. #kaftantv #kaftantvyoruba #kaftan #yoruba #yorubaculture #yorubanimi #yorubalanguage #instagram #africa #african #nigeria #lagos #ekiti #ondo #ogun #oyo #ibadan https://t.co/OgZP5vlKsR,yor,praise
NP Onye Nkem -@user // #DreamLounge With @user 🚀#TuesdayNightFever💯,ibo,general_feedback
@user kí ló ń ṣẹlẹ̀ gan-an gan-an? Òsì Olúbàdàn ní ẹ̀ ń lérí kọkọ bí akọ aláǹgbá wípé ẹ ó rọ kábíèsí lóyè. #Ibadanmajamaja,yor,urgent_complaint
@user Allah ya karawa Malam lafiya da duk wanda yake dauke da wannan cutar ta Covid19 🙏. The captain is Back 😄,hau,praise
@user Odogwu o dika jack amaro ka isi kwado??,ibo,general_feedback
àgbà tó so yangan mọ́di ló sọ ara ẹ̀ di aláwàdà fádìyẹ an elder who tied maize to his pants is the one who made hi,yor,urgent_complaint
@user Makirkira Corona virus suna mamaki saboda wanda ya kirkiro mu baki daya yayi nasa hukuncin! 😆☝️,hau,general_feedback
"@user Ogwurum Ike, Ife eji acure boredom 🙄🙄",ibo,general_feedback
but honestly the hype on this virus is too much more than the virus itself but guess what im a nigerian im safe i survived ebola i survived lassar ill survive corona too the same speed wey e use come na im e go use go no world is ending,pcm,praise
who de breeetttt all of una combined shey u wan try oya do am if e easy,pcm,praise
@user Amincin Allah yaqara tabbata agareka sister Allah ya karbi ibadunki da nawa Dan fiyayyen halitta annabi Muhammadu (s.a.w) barka da sallah da fatar kinyi sallah lafiya Allah yasa haka Ameen summa Ameen ❤️❤️❤️❤️,hau,praise
"@user Kaji wawa Ana yunwa a duniyar mutame amma yana tunanin zuwa mars.. Salon corona idan tayi tsamari su gudu su barmu, oh ni talaka? 🤔",hau,urgent_complaint
abin dariya allah yayi mana maganinsu,hau,praise
@user Na yaushe kuma.. ai mu yanzu komai mun gani Buhari Allah dai ya ida lafiya😏,hau,praise
wannan rainin hankali ne halan ba su jinkalon news ko ba su social media ne da xa su ce ba su san yanda najeriya ta ke va mu dai kawai allah kawo mana sawki da kuma xaman lafiya aameeen,hau,praise
Ọmọ kékeré jòjòló lọ̀rẹ́ Olódùmarè. #SaveMusibaudeen,yor,praise
@user Dafatan Allah ya tabbatar mana da zaman lafiya a jiharmu ta #Gombe dama fadin @user bakidaya🙏,hau,praise
Happy birthday Odogwu @user Chukwu Gozie gi Nna,ibo,praise
@user @user Odogwu!... Ekene m gị... M na gị na-azakọrịta afa... Ndewo...,ibo,praise
Wọ́n á ní bí Olúbàdàn bá wọ *níkà ... #Yoruba #Ibadan,yor,general_feedback
"RT @user: Ẹni tó yá ẹgbẹ̀fà, tí ò san án, bẹ́ igi dí ọ̀nà egbèje ni. / Whoever borrowed a small sum, but refused to repay it, h…",yor,urgent_complaint
mb dey waste na what happen who is that person pls,pcm,urgent_complaint
"@user @user Onye bụ orphan, ọ na-agwọkwanụ ọgwụ ego??... 😂 😂",ibo,urgent_complaint
"@user Allah sarki😭. Allah ya baki lafiya, dan Allah a kafa asusu a taimaki baiwar Allah nan zamu bada insha Allah",hau,praise
na who dey alive dey apply for visa,pcm,general_feedback
@user Allah yasa kina tuwon harda double fire??...... Kawai sai mutum yazo ya karya lafiya lau..... Don mungaji da kayan BASIR ah Tebirin mai shayi....... Allah ya taimaka Ramatu😂😂😂,hau,praise
una carry pikin de play this kind expensive joke they cannot the ones who can no reach,pcm,praise
"RT @user: Ẹni bá dúpẹ́ oore àná, á rí òmíràn gbà. / Whoever is thankful for yesterday's kindness, will be favored with another.…",yor,praise
youre mad see you wey you want use ₦ stake to win ₦ for bet naija who dash you crypto currencies and forex your ₦k bitcoin wey don enter dip you better go an start selling gala and get a life burna boy,pcm,urgent_complaint
ndi odogwu are all on ground in lagos,ibo,general_feedback
"Ẹni a ṣe lóore tí kò dúpẹ́, bí ìgbà tí ọlọ́ṣa ko ni lẹ́rù lọ ni. / To be kind to a person who isn't thankful is akin to being robbed by a thief. [Attitude of gratitude is it; be ever thankful.] #Olaicetv #Yoruba #Olaiceman #proverb",yor,urgent_complaint
every year na me dem dey use do father christmas for my church they dont care about my mental health,pcm,urgent_complaint
lol no insults na why u de insult me na dem say de b apex bank who maintain the external reserves of the country promote monetary stability and a sound financial environment and to act as a banker of last resort and financial adviser to the federal government,pcm,general_feedback
@user Ga mari ga tsinka jaka kenan!🤓 Allah ya bashi lafiya Allah kuma ya fidda ƴan baya. Amin.,hau,praise
@user Innalillahi wa’inna illaihi raji’un ALLAH yayi mana maganin wannan cutar da gaggawa bada dadewa ba amin ya ALLAH 🙏,hau,praise
@user Allah ne kadai Zai taimaka a wannan yanayi baiwar Allah. Astagfirlah Allah ya dawo maku dasu lafiya🤲,hau,praise
well sha lagos na wah who de cry de see road,pcm,urgent_complaint
@user Dan Allah afada mun🤔🤭 ko zeyi mun maganin wata tsohuwar soyayya,hau,general_feedback
"Ẹ káàárọ̀ o, ẹ si kú déédé ìwòyí. Iba ò ní pa wá laì pẹ ọjọ́. Àmín. Àṣẹ #yoruba #WorldMalariaDay #endmalaria #RollBackMalaria",yor,praise
plzz aturomin ncdc suxo sutafi dani inason zuwa isolation center,hau,general_feedback
"Ni akoko igbiyanju yii, Mo paṣẹ fun gbogbo eniyan lati duro lailewu. Tọju si awọn ofin, COVID-19 jẹ ohun irira ti gbogbo wa tọju Ọdọmọkunrin ti ara wa. Eyi jẹ akoko ironu lori awọn nkan ti o yẹ ki a ṣe pataki si. O ṣeun #Yoruba",yor,general_feedback
one problem i don get since primary school i no dey hear word and i dey chop indomie sef e no do chop again wahala for who dey chop beans that time o,pcm,urgent_complaint
"@user Ogalanya, odogwu nwoke ike",ibo,praise
@user Sarki akwai Corona fa har ynxu 😀😀,hau,general_feedback
"@user Bakomai Akwai Allah mai girma da daukaka yanaji yana gani, Shi Zai mana maganin su insha Allah☝️",hau,praise
people who bought phones at computer village and saw fufu in di pack when they got home how una take do di fufu you chop di fufu abi you troway am i want to know,pcm,praise
@user Kafin rasuwar mamana tace sakani dariya Kuma nagama da ita lafiya Kuma tacemun xanga alheri a rayuwata Ina farinciki a duk lkcn da na tuna hakan😄,hau,praise
"RT @user: Ibaje le oro lori ibunkun owo pelu omo""""""""""""""""@user: Òjò ìbùkún ló ń rọ̀ yìí o.""""""""""""""""",yor,praise
"RT @user: @user Oba Ogbaba ti gba alail'ara, gbanigbani n'ijo ewu, A wo igba arun ma gb'eje, el'eti gb'aroye eda, Ab'eti ...",yor,praise
hmmmmmm yaukuma tir yayi ba allah wadaiba kayy mudaimuna ganin mulki mecikeda tsantsar kiyayya wayankinmu na arewa amma bakomai watara sai labari allah yakaimu da rai da lafiya yakuma karemu da kariyarsa amin badai kullum ganisukeyi talaka bayada hankaliba hmmmmm,hau,urgent_complaint
@user @user Allah ya jiqansu yasa al.itace makoma mukuma Allah kasa murabu dawanna duniya lafiya 😭😭😭,hau,praise
who talk say na wetin light skin dey cause,pcm,general_feedback
@user Allah ya mana maganin dukan cututtukan dake damun mu🙏,hau,praise
mr p i dey hungry ooyou fit just close eye run am for me based on who you be na,pcm,praise
@user To Allah ya tabbatar wa yankin mu na Arewa zaman lafiya 🙏🙏🙏,hau,praise
@user @user Yau kuma 🤔 Amma ai shine yace @user ya kullemu sbd yanada Hospital yanasamum kudi .😎😎,hau,urgent_complaint
allah ya farfado muna da harkar kiwon lafiyar kasar mu nigeria,hau,praise
chukwu bụ odogwu nwannem,ibo,praise
"@user èdè Yorùbá parun ti.Awa o ni jẹ ko wọmi, iṣẹ ki o ma parun lawa n http://t.co/uUDs4Nsohq #smwMotherTongue",yor,praise
Now on: kedu ka imere k'anyinoria na oge ndigbo 📻 @user @user https://t.co/OT5s1VLNKv,ibo,general_feedback
@user State by state ake warkewa kenan? Wannan jinya da ban al'ajabi take😂😂,hau,general_feedback
🎶▶️Ghanaian girl @user 📻#k'anyinoria na oge ndigbo @user @user,ibo,general_feedback
aaaaaaahthis entrepreneurshipi no dey do again ooooooi went to the market i dey cry please who has a rich igbo husband or a rich yoruba husband for mebecause i need to be spoiled and pampered independence is not easye be like say i no wan do again,pcm,urgent_complaint
@user Ai Har Yanzu Suna Da Sauran Hankali. By Right Kamata Yayi Ace Kana Asibitin DAWANAU 😡 🚶‍♂️🚶‍♂️🚶‍♂️,hau,urgent_complaint
"Orukomi ni Ajibola Nurudeen omo Ladipo, Omo won ni ile elesin meta ni ilu Ibadan, eko ni won bimisi, Ibadan ni mon gbe #TweetinYoruba https://t.co/ZOY8DfZlcY",yor,general_feedback
igirigi na nganga gaaga anaogwu echeta enwewe ọṅụ,ibo,general_feedback
allah ya kaimu raida lafiya,hau,praise
@user Ama’m ogwu gi. I’m coming.,ibo,general_feedback
ìkarùnún gbogbo ilé ẹ bá wa fọnrere rẹ̀ káàkiri àgbáyé it was basically designed for children whose mother tongue is not yorùbá ensure you buy one for your kids today,yor,general_feedback
fọ́nrán má ṣe fi ibalopo àrà ọ̀tọ̀ je ìyàwó rè niya pasito kan ni ghana pasito ọmọ ghana kan tí gba àwọn lokolaya níyànjú láti máa ní ibalopo alaranbara kí ìgbéyàwó wọn ba lè pé ó ní ibalopo kii ṣe eto inú yàrá nìkan,yor,praise
ya allah muna neman tsarin ka daga sharrin mutum da na aljan ya allah kada ka bari mu cutar da kowa ya allah kada ka bari a cutar da mu muna yiwa kowa fatan alkhairan duniya da lahira ️,hau,praise
allah dawo dashi lafiya dabon kano,hau,praise
@user Allah ya sauke ka lafiya ya kuma dawo da kai lafiya jagoran talakawa🙏🙏,hau,praise
omo e be like say we go protest for the whole year be that this people no rate us say na sprinkle of people oh lord,pcm,urgent_complaint
#coronavirus arun ti ko gbogun https://t.co/iFK1dQ3Hkh,yor,urgent_complaint
"Ó yàn Yorùbá gẹ́gẹ́ bíi minisita fún ètò isuna, minisita fún ilé ìgbé àti iná monamona, minisita fún eto ìlera, minisita fún ọ̀rọ̀ to ń lọ, minisita fún ibanisoro,""""""""",yor,general_feedback
@user @user Lol. Oga abukwa oo...jee nwuo ogwu gi nne,ibo,general_feedback
@user To Allah ya sah lafiya 🤭,hau,praise
@user Knmnta ynxun lkcin xafi ne ae da covid-19😩😷,hau,urgent_complaint
@user Wnn abun yazama hauka ma to ko a legas da cutar tafara bulla kuma sukafi kowa yawan masu cutur basu dauki wannan danyen hukuncin da El-rufai yake dauka akan yan jiharsa ba. Abu tun ana na hankali yafara zama na hauka 🙄,hau,urgent_complaint
"Ti Olori ba wuwa Omoluabi eje ki a so oto! Goodluck Jonathan un se gudu gudu meje, yaya mefa si Opopono Ibadan/Eko http://t.co/m78wYBxzhQ",yor,praise
RT @user: #Ibeere: Daruko ''OKE'' (Mountain) mesan ti o wa ni ilu Ibadan ti e mo. Cc @user @user @user @user omoi…,yor,general_feedback
my god see wetin klopp dey assemble still wan loan dembele from barca join again who cursed man utd na abeg we are sorry,pcm,urgent_complaint
"@user Allah Kai muke roko daka kare Mana rayukan mu da dukiyoyon mu, kuma ka kawo mana zaman lafiya a wannan kasa tamu ga baki daya🙏🙏,",hau,praise
@user Saboda Corona Virus karya ce Musamman A Nigeria/Kano Yan Banza😂😂😂,hau,urgent_complaint
i no know who dey braid your hair before sha wey make all your front hair chop come try our stylist,pcm,urgent_complaint
ill never understand a doctor showing up to work without a pen i have with me at all times and at least in the car as back up at home e go reach like sef wey dey my table,pcm,urgent_complaint
Kí ló ń jẹ́ àìsan f'ònìí-kú-fọ̀la-ǹ-de níbi tí ewé agbárí ẹtù wà! T'ewé t'egbò igi yìí lásán ni. #Yoruba #Agbo #Sicklecessanaemia,yor,general_feedback
"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Eemm Odogwu @user biko Uja gbachaara unu ndi umunna izu, biko koruoronu anyi ndi umuada, ka anyi tikota isi onu ihe na aga aga. 🤗 Ya gazie ✊ @user &amp; @user oga adiri unu na mma.",ibo,praise
akalla lafiya sarki,hau,praise
allah kai mu lafiya babban darekta,hau,praise
"@user: @user @user @user @user mi o ro wipe riba ni oba maa n gba o,ISAKOLE ni Oba ngba"""""""""""""""" #EdeAbinibi",yor,general_feedback
da bbc da ncdc bansan wayafi karya ba wlh,hau,urgent_complaint
"@user 2000 kachal👌 Daman sun kashe shege ne wlh, masu hana kasa zaman lafiya, bazaka taba ganin ya fada shugaban kasa Christian ba saidai shugaban kasan Musulmi, kuna wai a hakan shi musulmi ne, baimaga komai ba sai ranan da ya mutu ya koma ga Allah zaiyi nayi Gwannati sun mun dai dai",hau,urgent_complaint
Ndi igbo si... Anaghi eji oria akwa nzu. Onye nwere nti ya nuru.,ibo,general_feedback
allah ya taimaki sarkin yakin corona hakimin wuhan,hau,praise
"@user @user Masha Allah, jinjina ga zaƙaƙurin gwamnanmu na jihar Wuhan a Najeriya, babu shakka wannan abu da yayi abune mai kyau kuma kamata yayi ache sauran ƴan uwansa gwamnoni su koya daga gareshi. #AcigabaDaSanya 😷😷 domin kuwa babu shakka cutar korona gaskiyane sai an siyasantar da'ita",hau,praise
allah sarki allah ya yaye muku wannan ciwon kuma masu yaudaranku sabida wannan ciwon su sani suma ba dabararsu ce tasa suke da lafiya allah yasa jinyarku ya zamo muku kaffara allah yasa ya zamo sanadin shiganku aljannah,hau,praise
"@user @user Wlh kama bazaiyi wuyaba, musamman garemu muda bamusan yadda zamuyi ba jarimmu wlh cikin sati 2 zai iya karewa, wallahi tallahi, zat sauki in corona bata Kashemu ai sai yunwa ta karasamu 😢",hau,urgent_complaint
k wey no go reach anything na y some no dey come office during the previous money back in sch playing whot like k don go on the spot,pcm,urgent_complaint
