text,language,source_sentiment,suggested_label,final_label
@user @user Innalillahi Wa Inna Ilaihi Rajiun. Allah yayi mana maganin wannan masifa 🙏.,hau,positive,praise,
@user @user @user @user @user Allah yabada zaman lafiya 🙏🙏 couple,hau,positive,praise,
@user Masha Allah Allahu akbar sunnah Kenan magani bidi'ah anan na karu da abubuwa masu yawa da ace malan Jafar malamin bidi'ah ne da tawannan hanyar maana Yaron sa ma abin bautane ga yan bidi’ah dalilinsu ai dane ga malan Allah kaji kan malan da rahama ya Allah 😭😭,hau,positive,praise,
@user Wlh gwamnoni koji tsoron Allah kutina dafa amutu kuma damuhanudaku ranangube ya Allah kabayyanamana wayannan bayinka dukwanda dahanunsa akanwannan abunda akeyin Allah kamana maganinsu ya Allah 🤲🤲🤲,hau,positive,praise,
@user Allah Ya zabamuna shugaba nagari mai tausayin talakawan kasar mu jamhuriyar niger Allah Yasa Akare lafiya munakira da hukomar zaben CENI Da tayimuna Adalci wajen baiyana sakamakon zabe A talakawa A binda sunka zaba allah yasa mudace AMIN somma AMIN 🤲🤲🤲🤲,hau,positive,praise,
@user Allah yakawomu karshen cutar gaba daya🙏,hau,positive,praise,
"@user @user Masha Allah Dattijo Tarihi Yayi kyau Allah yasa Agama Lafiya, Allah Yasa Acika da Imani, Gaskiya dayace☝️ Fatan Al'khairi",hau,positive,praise,
"@user Allah Sarki💔😭, Allah yabaki lafiya",hau,positive,praise,
"@user Dole mudaina tsoronta, saboda mjna fama da abubuwan da sukafi corona muni. Dafatan Allah ya kawk mana sauki🙏",hau,positive,praise,
@user Ya salam😭😭 Allah yayi maki zabi na alkhairi Ameen Allah ya baki lafiya Ameen🙏🏼,hau,positive,praise,
"@user @user Allah ya bada ikon sa,a dan Allah a roka mana zaman lafiya a kasar nan dama sauran kasashen African da duk inda musulmi yake da zama baki daya. Allah ya dawo da kai lafiya.🙏🙏🙏",hau,positive,praise,
@user @user Alhamdulillah Allah Ubangi ya kara bawa kasarmu zaman lafiya Ameen dai🙏,hau,positive,praise,
@user Kafin rasuwar mamana tace sakani dariya Kuma nagama da ita lafiya Kuma tacemun xanga alheri a rayuwata Ina farinciki a duk lkcn da na tuna hakan😄,hau,positive,praise,
@user Garin Adamawa “Land of beauty” “ garin addini” “garin fura” “mutane Masu son juna da zaman lafiya” mazan kuwa sun Iya soyayya da kula da iyali 😚😚😚,hau,positive,praise,
@user @user Mu dai namu addua ne.. Allah ya bashi lafiya 😂,hau,positive,praise,
"@user Allah yakarawa malam lafiya tabbas kanunawa Duniya kana kishin al,ummarka da addininka yaimaku sakamako mafi alkhairi🙏",hau,positive,praise,
@user Allah Ya baki lafiya Aisha🙏😢 Allah Ya yaye miki wannan cutar 🙏 Allah koma Ya hadaki da AA nagari 💔💔,hau,positive,praise,
@user Allah ya jiƙan su amma su kansu jiragen ruwan a samu masu lafiya da kayayyakin ruwa wanda mutum bazai nitse ba. Allah ya jiƙan su AMEEN 🙏,hau,positive,praise,
@user Allah ya Kara masa lafiya da nisan kwana 👮‍♂️,hau,positive,praise,
@user 😀 Allah ya ba wa baba lafiya corona kuma,hau,positive,praise,
@user This breaks my heart💔 You’re really a strong warrior. Allah ya bamu lafiya. Aminnn!,hau,positive,praise,
@user ALLAH kawo Mana karshen Corona Malam 😭😭,hau,positive,praise,
"@user Innalillahi wa'inna ilaihirraji'un, Allah Yamana maganin duk wani abunda ya gagaremu🙏",hau,positive,praise,
"@user Allah ka tsare mu da zuriarmu, kamana maganin damuwanmu duniya da Lahira🙏",hau,positive,praise,
@user Mu dai a ƙasar mu Nigeria sai jibi za'a yi Sallar Idi. Muna yin muku fatan alkhairi da yin shagulgular sallah lafiya🙏,hau,positive,praise,
"@user Allah ya stare mu da 'tabin hankali """"""""""""""""""""""""""""""""wa,Enda keda' tabin hankali koma, muna rukon, allah, yabasu, lafiya 🤲🤲🤲",hau,positive,praise,
@user Subhanallah allah ya kiyaye mu 🙏🙏ya basu lafiya 🙏🙏,hau,positive,praise,
"@user ALLAH ya kara lafiya da nisan kwana, go ahead 2019 in sha ALLAH. 🙏",hau,positive,praise,
"@user Allah ya shiga lamarin kasar mu, 👏 Ya bamu lafiya da Zaman lafiya 👏",hau,positive,praise,
"@user @user Hahah🤣🤣 Nima thanks a lot, but all the kannywood female kinfi burgeni fiyeda kowa wllh domin bakida matsala ko ta kwarar azzara, Allah shi kara lafiya da nisan kwana💃✊",hau,positive,praise,
"@user Muna yimusu fatan alkhairi, Allah yasa akare lafiya 🙏",hau,positive,praise,
@user Allah ne kadai Zai taimaka a wannan yanayi baiwar Allah. Astagfirlah Allah ya dawo maku dasu lafiya🤲,hau,positive,praise,
@user Allah kayimana maganin muta nen nan amin🤲😭🤲😭,hau,positive,praise,
"@user Kalubale 😂😂😂😂 Allah ya sa mu dace, Al'amarin Corona yana da firgitarwa. Allah s Ami dace",hau,positive,praise,
@user @user @user 😂😂😅. Akwai Har ƙallah. Allah ya Kaimu 8pm lafiya,hau,positive,praise,
@user #COVIDー19 is not a death sentence! People are recovering every day. Shi ma zai samu sauki ya warke In sha Allah! 🤗,hau,positive,praise,
@user Masha Allah amma gasiya irin wannan auransu yayi kyau allah ya basu zaman lafiya da zuria Mai albaka 🙏🏼🙏🏼,hau,positive,praise,
@user Allah ya nuna mana time din lafiya Dan wallahi nima na gaji da wanan zaman atoh🙏,hau,positive,praise,
@user Gsky ne wannan Allah y kara wa malam lafiya 👏,hau,positive,praise,
@user Amincin Allah yaqara tabbata agareka sister Allah ya karbi ibadunki da nawa Dan fiyayyen halitta annabi Muhammadu (s.a.w) barka da sallah da fatar kinyi sallah lafiya Allah yasa haka Ameen summa Ameen ❤️❤️❤️❤️,hau,positive,praise,
@user Ya Allah muna rokon ka ka bamu zaman lafiya a duniya baki daya 🙏,hau,positive,praise,
"@user Abu yayi kyau, haka ake so 👍zaman lafiya yafi zama Sarki",hau,positive,praise,
@user Allah ya kar6a ya bamu xaman lafiya 🤲🤲🤲🤲,hau,positive,praise,
"@user Hasbunallahu wani'imal wakil, Allah kayi mna tsari ga wannan cutar 😭🙏",hau,positive,praise,
@user Yau mun zama Yan dariqa na wucin gadi kenan.😎 Allah ya kara wa Malan Lafiya 🙏,hau,positive,praise,
@user Dan allah kubar zancin coronan nan dan allah haba ...wlh kuna Damin mu wlh ..🙏🙏🙏,hau,positive,praise,
"@user Ni ga tawa shawarar 'Yan majalisar Amurka sun amince a bai wa dukkan 'yan kasa matasa dala 1,200 kyauta (fiye da naira 400,000). 👉 https://t.co/a3EYZAxxPv #CovidNGR https://t.co/YVLxI7YUrs #StaySafeNigeria",hau,positive,praise,
@user Dattijon Arziki Ni Bari In Kari Bakin Talkawan Nigeria 🇳🇬 Ingode Ma Talawan Nigeria Suna Godiya Tare Dayima Fatan Alkhairi Ubangiji Allah Yaja Kwana Yakarama Lafiya Da Tsawon Rai.,hau,positive,praise,
@user Ubangiji allah ya kawo muna zaman lafiya da aminci alfarmar annabi muhammad s a w 🤲 ameen,hau,positive,praise,
@user Ubangiji Allah Kara lafiya 🙏,hau,positive,praise,
@user Allah ya Kara kare mu dga sharin cutar nn🙏🙏,hau,positive,praise,
"@user The most painful thing is that Kinjawa Annabi SAW Zagi Kuma bazaki Karasa lafiya ba. Bamu yafeba, Allah ya isarwa Musulci da musulmai. Allah ya isa😭",hau,positive,praise,
@user Allah ya bamu zaman lafiya da kwanciyar hankali💯💯💯🤲🤲🤲,hau,positive,praise,
@user Hakuri shine maganinta ai😂😂,hau,positive,praise,
@user Ga corona a ambaliya astagfirullah 👏,hau,positive,praise,
@user Ya Allah ka kawo mana karshen wannan masifar wadanda kuma suka rasa ransu Allah yayi musu Rahma wadanda kuma suka Raunata Allah yabasu lafiya yakuma dakatarda wannan matsalar haka 🙏,hau,positive,praise,
@user Amin Ya Allah!! Allah ka'amshi ibadunmu ka yafe muna zunubanmu Amin Allah kabamu ikon wuni lafiya ka karemu daga shairin makiya da muna fukai Alfarman ANNNABI MUHAMMADU SALLAHU ALAIHI WASSALAM AMIN 🙏🙏♥️♥️💃💃,hau,positive,praise,
@user Allah yasa ta Amfanar da Al ummar Nigeria Allah ya zaunar mana da kasar mu lafiya 🇳🇬,hau,positive,praise,
@user Allah yayi mana maganinsu don son Annabi da Alqur'ani🙏,hau,positive,praise,
@user Allah Kayimana rowar ciwo😭,hau,positive,praise,
@user Ya Allah kakawo mana maganin wannan musibar 🙏🙏🙏🙏,hau,positive,praise,
@user Ya Rabb kabawa wannan baiwar taka lafiya 🤲🤲🤲 dasauran marasa lpia Allahumma amin,hau,positive,praise,
@user Dafatan Allah ya tabbatar mana da zaman lafiya a jiharmu ta #Gombe dama fadin @user bakidaya🙏,hau,positive,praise,
"@user Allah ya bada zaman lafiya, BBC kutambaya mun wanda yace zai kashe kansa shin ya fasa ne.? 🤔🤔",hau,positive,praise,
"@user @user Wannan dai dai ne domin a halin yanzu ba,a San me zai biyo baya ba🙏 Fatan mu dai ya bamu zaman lafiya 🙏🙏",hau,positive,praise,
"@user Kiwa, Allah godiya, da baa Corona ce takamaki ba 😀",hau,positive,praise,
@user Ali Baba Agama lafiya 😂,hau,positive,praise,
"@user Innalillahi wa inna ilaihi raji'un 😥. Ya Allah ka kawo mana qarshen wannan annoba, Allah yabashi lafiya 🙏",hau,positive,praise,
@user Allah sa haka shine mafi alheri ga talaka Wan Nigeria 🇳🇬 Allah Bawa Buhari ikon yin mulki cikin adalci da koshin lafiya,hau,positive,praise,
@user Masha Allah 🤲 Allah yakaimu darai da lafiya na so ♥️,hau,positive,praise,
@user @user @user Allah ya Kara lafiya da Imani Daddy👴... Ina maka fatan Alkhairi @user @user,hau,positive,praise,
"@user @user Masha Allah, jinjina ga zaƙaƙurin gwamnanmu na jihar Wuhan a Najeriya, babu shakka wannan abu da yayi abune mai kyau kuma kamata yayi ache sauran ƴan uwansa gwamnoni su koya daga gareshi. #AcigabaDaSanya 😷😷 domin kuwa babu shakka cutar korona gaskiyane sai an siyasantar da'ita",hau,positive,praise,
@user Tell ɢᴏᴏᴅ👍 world or silent 🤐 Kuce Allah yadawo da shi lafiya just,hau,positive,praise,
"@user Hahaha 😂 😂 😂 za'asha mamaki kam da cabals, Allah yasa musauka Lafiya a jirgin Next Level.",hau,positive,praise,
@user Allah ya kaimu Lahadi lafiya Muna yiwa Allah biyayya Muna yiwa Shugaba da'a Salla till Sunday💪,hau,positive,praise,
"@user Shawara: Kada abaiwa ko wace jaha komi harsai in ta cancanta kuma fannin wannan cutar ta (COVID19), itakuma (FG) sutaimakawa yan kasa wajen rage radadin zaman gida ko ba'a ba kowa komiba asan yadda zaayi kayan abinci suyi sauki 👍",hau,positive,praise,
"@user Hajiya you dry chill who, like say ba'azumi akeyiba... Allah bada lada😁😁",hau,positive,praise,
"@user Allah ya jikan wadanda suka rasa rayukansu acikin wannan mummunan al'amari.😭 Ya kamata hukumomin da aka dourawa nauyin lura da gine-gine su dinga shiga unguwan ni don duban lafiyan gidaje, ba sai gini ya rufta su tashi su kai agaji ba.",hau,positive,praise,
@user Yayi dai dai kinyi maganin yan kaudi 😁😁,hau,positive,praise,
@user Allahu Akbar! Allahu Akbar!! Allahu Akbar!!! Ina mai mika sakon ta'aziyya ga ma mallakin wannan dattijon kunkuru. A hannu daya kuma ina mai mika sakon yabo da jin-jina ga likitan da yayi masa aiki (surgery) tare da wanda suka tayashi yin aikin.. Allah ya basu lada 🙏,hau,positive,praise,
"@user ZULUM Allah yasaka maka da alkhairi 🤝 naji dadi da FADAR gaskiya da kayi, hakika sai de Suki gaskiya tunda wasu daga cikinsu dasu ake cutar da al'umma kasarmu 🇳🇬",hau,positive,praise,
@user Allah ya maimai ta mana tare da lafiya 💯 da zaman lafiya😍.,hau,positive,praise,
@user 🤔allah yai mana maganin wannan annobar,hau,positive,praise,
@user Masha allah Allah ya kawo mana karshen wannan annoba yasa wannan shine cikakken maganin covid 1️⃣ 9️⃣ din ameen👈,hau,positive,praise,
@user Toh Mudae wannan cutar Allah ya karu mu 🙏kuma mutane sugane cewa idan kaga gemun dan uwanka yakama da wuta toh ka yai yafa ma naka ruwa,hau,positive,praise,
@user Allah ya fiddasu lafiya 🙏 alfarmar annabi Muhammad S A W 🙏💞💞🌙,hau,positive,praise,
"@user Abu nafarko gamawa da duniya lafiya kuma inason ingama da uwayena lafiya sannan Arzikin duniya dana lahira, sannan inason ganin annabi (s.a.w) koda cikin mafarkinane...gaskiya dai kuma inason aure.....😅",hau,positive,praise,
"@user @user 👍👍👏🙌 hakika kayi matukar kokari, Ina yimaka fatan alkairi da samun zuri'a dayyaba, ubangiji Allah yakara tabbatar maku da zaman lafiya na har abada",hau,positive,praise,
@user A sanadiyyar Cutar Coroner virus Kenan??😭😭 Innalillahi wa'inna Ilaihirraji'un. Allah yagafarta Masa,hau,positive,praise,
"@user 😲Lallai kuwa idan hakane, tofa akwai wata makarkashiya. Allah ta'ala yayi mana maganin masu zagon kasa ga al-ummar su",hau,positive,praise,
@user Masha Allah Fatan alkhairi Abba sadau ubangiji Allah ya nuna muna lokacin Amin 🤲🤲 fatan Allah ya bada zaman lafiya mar iya ka Amin 🙏 for,hau,positive,praise,
@user ALLAH kayimuna maganin su..🙏🙏🙏,hau,positive,praise,
@user Allah ya nuna mana idan muna cikin masu rai da lafiya 🙏🙏,hau,positive,praise,
@user To allah yabawa baban mu lafiya Amin ya Allah 🙏,hau,positive,praise,
@user 😢😢😢😢😢😢 mu yau aka mana low down. wlh ba shiga ba fita anan daura wlh abin sai aduu'a gaskiya ya kamata arage ba ci atashi tsaye Akan wannan cucar ko wlh sai ji tausa yimmu ya bamu maganinta...,hau,positive,praise,
"@user @user Matakin farko dayakamata abi wajen Tabbatar da tsaro a Nigeria shine samar da ingantaccen ilimi ga yan kasa dakuma bude hanyoyin dogaro dakai, Saboda abu biyu ke kawo wannan taadancin, sune Jahilci Da Talauci 😰, Allahu yakara wanzar da zaman Lafiya a Nigeria.",hau,positive,praise,
@user Kai jama'a wannan kasa Ya Allah 🤲 kayi mana maganin azzaluman cikin ta,hau,positive,praise,
@user Dr Muhammed Sani Umar Musa Rijiyar Lemo Allah Ya karawa Mallam Lafiya Allah Yayi Maka Kyakkyawan Karshe. Allah Ya tsare ka daga dukkan sharri. Ameen Ya Hayyu Ya Qayyum 🤲🏻,hau,positive,praise,
@user @user Slm Maigida Allah ubangiji ya tona asirin makiya Allah ubangiji yakaro masoya a duniya baki daya kazama jan gwarzo maigida Allah ya karawa maigida lafiya 🙏,hau,positive,praise,
@user Allah ya kaimu Kiyama Lafiya 🤲🏽,hau,positive,praise,
"@user Allah ya kawo karshen wannan covid-19,ya Kuma tsaremu daga dukkan fitinar duniya data lahira Amin Ya Hayyu Ya Qayyum 🙏",hau,positive,praise,
"@user In kana duniya Abun mamaki sai ishika, Ya Allah kayi maganinsu 🤲🏽",hau,positive,praise,
@user Munayiwa al'ummar Niger fatan kammala za6e lafiya!!!! #Dafatar zasu za6i wanda ya can-canta!!!🙏🙏🙏,hau,positive,praise,
@user @user Allah yabada zaman lafiya da zuriya dayyiba 🙏,hau,positive,praise,
@user Who no see d translation 😂😂 yahau daedae gaskiya Twitter sun iya Hausa https://t.co/DFBufzEafz,hau,positive,praise,
@user Kawi dai muyi tayin Addu'ar Allah yayi mana maganin wannan masifar🙏,hau,positive,praise,
@user Subhanallahi Allah muntuba Allah munbarka dasu kayimana maganinsu 🤲,hau,positive,praise,
@user Allah yakara lafiya baba. Ubangji yaci gaba da kareka. Mu kuma Allah yayafe mana kura kuran mu. Muna kuma rokansa da sunayensa kyawawa da kawo mana karshan wan nan wahalar. 😠😠👦👦👧 https://t.co/az3sMJ5LoX,hau,positive,praise,
@user @user Allah yakara lafiya Alan waka 💕💕,hau,positive,praise,
@user Mamanmu maganin kukanmu😍💔💔💔😂,hau,positive,praise,
@user It gonna be Interesting and Arresting Story Allah ya kamana zaman lafiya a Nigeria. Weldone @user you're the best bro💪,hau,positive,praise,
@user Allah ya zaunar da kasar mu lafiya 🙏,hau,positive,praise,
"@user Wannan ko shakka babu China 🇨🇳 ta zamo abin alfahari ga kasashen Africa musamman wadanda ke fama da durkushewar tattalin arziki, mudai babban fatarmu a Nigeria 🇳🇬 Allah yabar mana shugaba Muhammadu Buhari lafiya domin cigaba da ayyukansa na kwarai daya soma ameen.",hau,positive,praise,
@user Allah yakawowa musumai zaman lafiya a duk inda suke 😭😭😭🤲🤲,hau,positive,praise,
@user Allah shigafatta malam the chickens is already done.. Am just kidding bros.kaida cinhanci yayi yamma kayi gabar #Bosho said in the movie #wakili Sir aci zabbi lafiya😂 the movie showing on 12 June in ado bayaro hall don't miss it come together👍,hau,positive,praise,
@user Slm ina fatan kanalafiya 🌹👍🤲,hau,positive,praise,
"@user Happiest birthday Queen Rahama Sadau, Halwa, Binta Kutigi, Kanwar Dubarudu, Yagana. May Allah in His infinite mercy continue to bless your life with health, wealth and all your heart desires. H'bday 🎂🎂🎂",hau,positive,praise,
@user Yaa Allah ka yimuna maganin Yan boko Haram da magoya bayan su 🤲,hau,positive,praise,
@user Allah Sarki! Allah Yaimana magani 🤲,hau,positive,praise,
@user Allah yasa dae ba cutarmu za ayi ba🤔,hau,positive,praise,
"@user Baba Buhari ikon Allah, yadda ka soma lafiya, haka za ka gama lafiya in sha Allah, ko yanzu Alhamdu lillah, mun gani a kasa. ALLAH ya sa ka gama lafiya. 🙏",hau,positive,praise,
@user Dalilin dayasa buhari yace akarbo maganin shine.. Saboda kasar Madagascar 🇲🇬 dashi sukayi anfani aka wayi gari babu mutun daya dayake dauke da cutar.. Allah yasa tayi aiki a Nigeria,hau,positive,praise,
@user Waga DUNIYA 🌎👈 allah yasa mutashi daga cikinta lafiya zamani kenan 🤔🤔🤔,hau,positive,praise,
@user Allah kayi mana magani ka bu shuwagabbani nagari ka Albakarci Nigeria 🇳🇬 https://t.co/LdCHM6GtV0,hau,positive,praise,
@user Allah yayi muna maganin wannan tashin hankali alfarmar wannan wata mai albarka😭🙌🏼,hau,positive,praise,
@user To allah ya kawo mana karshen wannan cutar dan albarka cin wannan wata mai albarka amin amin 😭 😭,hau,positive,praise,
@user Mun kwantar shugaban talakawa. Allah ya mana maganin dukwasu masu muguwar manufa akan wannan kasa tamu🇳🇬🙏🇳🇬,hau,positive,praise,
@user Allah yasa🙏Allah yakarawa Nigeria albarka ya kare ya bamu xaman lfy..masu fitina Allah ya shirye su idan kuma bamasu shiruwa bane Allah ka hanesu cutar da jamaa.Allah yakara shiryar shugabanin mu ka dorasu kan dede🙏🙏🙏Ameen.,hau,positive,praise,
"@user Allah yabasu zaman lafiya, mukuma an barmu dasu Talatuwa dasu Lamunde. 💔💔 kwarya tabi kwarya.",hau,positive,praise,
"@user @user @user @user @user @user @user @user All the best, Allah ya sa a fara a kuma gama Lafiya z🙏🙏🙏 Kannywood number Director ✅",hau,positive,praise,
"@user @user Allah yasa halinsa ya canja ya koma kamar yadda muka sanshi da san talakawa, lokacin da yake kuka akan takalan najeriya, kuma yayi addua duk bara gurbin da suke tare dashi Allah yayi maganin su, idan shima bazai gyaru ba Allah yachanja mana da mafi alkhairi👏👏",hau,positive,praise,
@user Masha Allah chest din ya daina ciwo ne? To Allah ya qara lafiya da zaman lafiya😍😍,hau,positive,praise,
@user Allah ya taimaka kuma ya fitar dasu lafiya🤲,hau,positive,praise,
@user Rahama_sadau wannan takonkumin coronavirus allah yatsare 🤲🤲,hau,positive,praise,
@user ehyya. Allah ya bashi lafiya. Corona is fighting back 🔙,hau,positive,praise,
"@user Innalillahi wa innallaihi raji'un 😭😭, Allah ya jikan yan Uwanmu 'yan Arewa mazauna kuducin Nijeriya wa,inda wannan rikicin ya rutsa dasu har yayi sanadiyyar rasa rayukansu da dukiyoyin su Allah ya gafarta musu Allah ya kawo mana dawammen zaman lafiya a Nigeria baki daya",hau,positive,praise,
"@user Best of luck 💕 .... Allah yasa agama lafiya,",hau,positive,praise,
"@user Lokaci ne mun riga mun shigoshi sai dai abinda muke roko Allah ya numa muna mungita lafiya ameen,🤲",hau,positive,praise,
@user Ubangiji ALLAH sauke su Lafiya 🤲🤲,hau,positive,praise,
@user Allah yasa kina tuwon harda double fire??...... Kawai sai mutum yazo ya karya lafiya lau..... Don mungaji da kayan BASIR ah Tebirin mai shayi....... Allah ya taimaka Ramatu😂😂😂,hau,positive,praise,
@user Ikon Allah 🤔 Allah ya tsare mana Harsunan mu da lafiyar mu 👏,hau,positive,praise,
@user Allah sarki. Allah ya yaye muku wannan ciwon. Kuma masu yaudaranku sabida wannan ciwon su sani suma ba dabararsu ce tasa suke da lafiya. Allah yasa jinyarku ya zamo muku kaffara. Allah yasa ya zamo sanadin shiganku aljannah😭😭😭,hau,positive,praise,
"@user Masha'a Allah! Allah ne abin godia, covid-19 don comot from 9ja, manne_manne yanzu akeyi maemakon social distancing 😂",hau,positive,praise,
"@user Prince Mai jiran gado at it again Wannan yaro dai Allah ya mana maganinsa. Annabi Muhammadu s.a.w yace: """"""""Kuje aikin hajji Kafin A hanaku zuwa. 😢🕌🕋🤲🏾🙏🏽🤲",hau,positive,praise,
@user YDG addu'a kawai zamu Kara yiwa iyayen mu mata da fatan ALLAH ya rabamu da wannan cutar Ameen😒😒😒😒😍,hau,positive,praise,
@user Innalillahi wa'ina ilehi rajiun allah jikan su su kuma wanda suka kahesu allah ya hiryesu idan ba masu hiryuwa bane allah kai maganin su😭😭,hau,positive,praise,
@user Wannan gaskiya ne malam Allah ya kara maka lafiya 🙏,hau,positive,praise,
@user Toh ina muku fatan alkairi Allah yasa kugama lafiya💥,hau,positive,praise,
@user Allah ya bada zaman lafiya Mutumina nagoyi bayan ka💯,hau,positive,praise,
"@user Birniwa birnin kaya ,badan kaya ba dakinfi kano. 🏛toh kanon ma dame tafita,kaga birniwa akwai kotu,asibiti,titi,makarantu. toh gayamin😁😁✌",hau,positive,praise,
@user Subhanallah. Allah kaimana Maganin Wannan musibar🤲,hau,positive,praise,
@user 😂😂😂😂🤣🤣haba oga yan daban lafiya,hau,neutral,general_feedback,
@user Kae Jama'a ! Wannan wanne irin magani aka basu haka kamar walkiya.🤣🤣🤣,hau,neutral,general_feedback,
@user Aa gara a barta presdor yayi maganinta kawai 😅,hau,neutral,general_feedback,
@user Su ba ruwan su da covid-19 ne 😂🏃🏃,hau,neutral,general_feedback,
@user Ni kai na akwai wata rashin lpia danayi tare da mage (cat 🐈) dita mukayi jinya ba ci ba sha 😂,hau,neutral,general_feedback,
@user Tafiya....... Maganin Gari Mai Nisa 🏃‍♂🏃‍♂,hau,neutral,general_feedback,
"@user Gurin NCDC a sake rufe mu ko?, toh mi ake jira?, suma watarana sai labari, sai an wayi gari abunda suke mawa wanda suke samu babu🙏🙏🙏",hau,neutral,general_feedback,
@user Wannan irin lamari na Corona virus kam sai addu'a kawai. Mu namu daban ne dana sauran kasashe. 👌👌,hau,neutral,general_feedback,
@user Ganduje maganin su kuli kuli 😂,hau,neutral,general_feedback,
"@user Shi hanta ya saya achan tukun, bari Mugama da corona anan.😀",hau,neutral,general_feedback,
"@user Nifa har ynz baaimun bayanin d zan ydd akwai corona a Nigeria b,da ace naga ta kama buhari ko ganduje ne to zan iya yarda ta shigo 😂😂",hau,neutral,general_feedback,
"@user Muna rokon gwamtin Zimbabwe 🇿🇼 data daure ta biya ma'aikatan jinya domin su koma bakin aiki, dan Allah",hau,neutral,general_feedback,
@user Nima nakellace kaina saboda Coronavirus😍,hau,neutral,general_feedback,
@user @user Maganin zaman duniya kenan 🙌🏽,hau,neutral,general_feedback,
@user Zamuyi maganinshi ai. Muna kallon shi kawai 🧐,hau,neutral,general_feedback,
@user Wai sabuwar corona CE aka sake aiko mana😂,hau,neutral,general_feedback,
@user Maganin gari me nisa🤷‍♂️,hau,neutral,general_feedback,
@user Su ma su rika kamawa gwamnati wajen yaki da corona su bada tallafin kayan abinci a yankunansu da su ke wakilta. 🇳🇬,hau,neutral,general_feedback,
@user 😂🤣😂😂 lol Mudai indai kalan coronar Nigeria ce indai anabamu kudin kawai suyita karuwa,hau,neutral,general_feedback,
@user Allah ya nuna Mana ranar rufewar rai da lafiya.🙄. Mu sai mun ga abunda ya ture wa Buxu nadi kan mu yi register.,hau,negative,urgent_complaint,
@user Wannan abun yamin ciwo sosai 💔,hau,negative,urgent_complaint,
@user 😂😂Corona taci uwata,hau,negative,urgent_complaint,
@user Yana Da Cutar Haukane🤔,hau,negative,urgent_complaint,
@user Wai kaji Rainin wayo Anbaiwa mutanen da aka yiwa riga kafin Corona wiwi Toh tayimusumi takaramusu karfi ko mai 😏😏😏,hau,negative,urgent_complaint,
@user kai yarike kayan shi bamaso ko arubuta mai da kyau saboda kada yace mana aci akoshi inyaso covid 19 aita tayi 🤣🤣🤣,hau,negative,urgent_complaint,
@user Kai nifa labarin coronar nan ya isheni🙄,hau,negative,urgent_complaint,
@user Wai me ke damuwar BBC hausa kwanan nan? Who is managing this account please?😏😏,hau,negative,urgent_complaint,
@user Kai wannan lafiyarsa kua😲😲,hau,negative,urgent_complaint,
"@user Wannan ba maganar hankali bace a matsayinka na musulmi, ina ganin a baya-bayan nan akai wasu zabuka wanda ana tsaka da cutar corona aka yi su. Su wannan bazasu sa ciwon coronar ya karuba sae taron Faden Allah, tur da wannan maganar taka mustapha 😡",hau,negative,urgent_complaint,
@user Coronar jahar kano fah qaryace babu ita kawai damfarace 🤣😂😅,hau,negative,urgent_complaint,
@user Nabi rigakafi da gudu ba wando🥴🥴🥴🥴,hau,negative,urgent_complaint,
@user Ashe akoi corona😂tohh Akan wanda yakirata shida danginsu,hau,negative,urgent_complaint,
"@user Ai ba a Kenya 🇰🇪 kadai ba, ko a Nigeria 🇳🇬 mutane da yawanmu, har gobe bamu yarda da akwa cutar corona ba.",hau,negative,urgent_complaint,
"@user Gwanda #Corona da shugabannin mu wllh, su da kansu suke kashemu ana cewa 'yan bindiga, Kuma dadina da'ita bata cika damun talakkaba saidai masu hannu da shuni ma'ana masu madafun iko, Suko masu madafun iko su kashe talakawa, Allah shi isarwa talakka ga shuwagabannin mu wlh😭",hau,negative,urgent_complaint,
"@user Kei wnn mutumi wnn mutumi wato Corona tayi sauki sei fita ko karshen Kuma bazei wuce yace rikicin siyasar kasar zai sasanta ba Don jiya akace wancan bakin macijin yayi ganawar sirri dashi,Amma dei wallahi Allah wadei kaji da matsalar kasarka Amma sei yawan banza ka iya😠.",hau,negative,urgent_complaint,
@user Muma bazamu daina ba jiki magayi😂wai tsakuwa ya tauna dan aya taji tsoro karyan banza .. daina siyan kayansu da akayi a kasashen musulmai ya mishi zafi dan naji dazu a news ba karamar asara aka tafka ba daman ga corona Wallahi macron sai kaci uwatai😂😂😂😂,hau,negative,urgent_complaint,
"@user Jaka wawuya kawai, nidai kawai abinda zance miki ki daina ikirarin ke musulmace dan gara kawai ki koma arnancin kawai dan yafi miki kyau...... allah ya shiryeki in daki shiryu in badaki shiryuba kuma Allah ya mana maganinki idiot 😡",hau,negative,urgent_complaint,
@user Daga nan Kasar Langeria Babban birnin hujanchan inda Dan Masanin Corona yake mulki😎😎 Wan Nan iya shegene da wulakanta manazarta,hau,negative,urgent_complaint,
"@user Kai Wallahi Tallahi Ban Yarda ba, ya za'ace Coronavirus takama Almajiri in ma Harda Gaskiya ne akwai ta a jihohin Arewa.. Wallahi Akwai wata A qasa 👌",hau,negative,urgent_complaint,
"@user Ga yajin aiki na @user ga Covid-19, mu dalibai da me zamu ji ne. Wayyo Allah kasar😭😭",hau,negative,urgent_complaint,
